Z26.8	preferred	Potreba za imunizacijom protiv druge označene pojedinačne zarazne bolesti	Potreba za imunizacijom protiv druge označene pojedinacne zarazne bolesti
Z26.9	preferred	Potreba za imunizacijom protiv neoznačene zarazne bolesti	Potreba za imunizacijom protiv neoznačene zarazne bolesti
Z26.9	inclusion	Potreba za imunizacijom NOS	
Z27	preferred	Potreba za kombinovanom imunizacijom protiv više infektivnih bolesti	Potreba za kombinovanom imunizacijom protiv više infektivnih bolesti
Z27	exclusion	neizvršena imunizacija Z28.-	
Z27.0	preferred	Potreba za imunizacijom protiv kolere  i tifusa-paratifusa (cholera+TAB)	Potreba za imunizacijom protiv kolere i tifusa-paratifusa (cholera+tab)
Z27.1	preferred	Potreba za imunizacijom protiv difterije-tetanusa-pertusisa, kombinovana (DTP)	Potreba za imunizacijom protiv difterije-tetanusa-pertusisa, kombinovana (dtp)
Z27.2	preferred	Potreba za imunizacijom protiv difterije-tetanusa-pertusisa, i tifusa-paratifusa (DTP + TAB)	Potreba za imunizacijom protiv difterije-tetanusa-pertusisa, i tifusa-paratifusa (dtp + tab)
Z27.3	preferred	Potreba za imunizacijom protiv difterije-tetanusa i poliomijelitisa (DTP+ polio)	Potreba za imunizacijom protiv difterije-tetanusa-pertusisa i poliomijelitisa (dtp + polio)
Z27.4	preferred	Potreba za imunizacijom protiv morbila-parotitisa-rubeole (MMR)	Potreba za imunizacijom protiv morbila-parotitisa-rubele (mmr)
Z27.8	preferred	Potreba za kombinovanom imunizacijom protiv drugih infektivnih bolesti	Potreba za kombinaovanom imunizacijom protiv drugih infektivnih bolesti
Z27.9	preferred	Potreba za kombinovanom imunizacijom protiv neoznačenih infektivnih bolesti	Potreba za kombinaovanom imunizacijom protiv neoznačenih infektivnih bolesti
Z28	preferred	Neizvršena imunizacija	Neizvršena imunizacija
Z28.0	preferred	Neizvršena imunizacija zbog kontraindikacije	Neizvršena imunizacija zbog kontraindikacije
Z28.1	preferred	Neizvršena imunizacija zbog odluke pacijenta donijete na osnovu ličnog ubjeđenja ili pritiska sredine	Neizvršena imunizacija zbog odluke pacijenta donijete na osnovu licnog ubjedjenja ili pritiska sredine
Z28.2	preferred	Neizvršena imunizacija zbog odluke pacijenta donijete zbog drugih i neoznačenih razloga	Neizvršena imunizacija zbog odluke pacijenta donijete zbog drugih i neoznačenih razloga
Z28.8	preferred	Neizvršena imunizacija zbog drugih razloga	Neizvršena imunizacija zbog drugih razloga
Z28.9	preferred	Neizvršena imunizacija zbog neoznačenih razloga	Neizvršena imunizacija zbog neoznačenih razloga
Z29	preferred	Potreba za drugim profilaktičkim  mjerama	Potreba za drugim profilaktičkim  mjerama
Z29	exclusion	desenzibilizacija na alergene Z51.6	
Z29	exclusion	profilaktička operacija Z40.0	
Z29.0	preferred	Izolacija	Izolacija
Z29.0	inclusion	Prijem radi zaštite osobe od njegovog/njenog okruženja ili radi izolacije osobe nakon kontakta sa zaraznom bolešću	
Z29.1	preferred	Profilaksa imunoterapijom	Profilaktička imunoterapija
Z29.1	inclusion	Primjena imunoglobulina	
Z29.2	preferred	Druga profilaktička hemoterapija	Druga profilaktička hemioterapija
Z29.2	inclusion	Hemoprofilaksa	
Z29.2	inclusion	Profilaktička antibiotska terapija	
Z29.8	preferred	Druge označene profilaktičke mjere	Druge označene profilaktičke mjere
Z29.9	preferred	Profilaktička mjera, neoznačena	Profilaktička mjere, neoznačene
Z30-Z39	preferred	Osobe u kontaktu sa zdravstvenom službom u okolnostima vezanim za reprodukciju	
Z30	preferred	Kontracepcija (postupci u vezi sa sprečavanjem neželjene trudnoće)	Kontracepcija
Z30.0	preferred	Opšte konsultovanje i savjet o kontracepciji	Opste konsultovanje i savjet o kontracepciji
Z30.0	inclusion	Savjet o planiranju porodice NOS	
Z30.0	inclusion	Inicijalno propisivanje kontraceptiva	
Z30.1	preferred	Umetanje (intrauterinog) kontraceptivnog sredstva	Umetanje (intrauterinog) kontraceptivnog sredstva
Z30.2	preferred	Sterilizacija	Sterilizacija
Z30.2	inclusion	Prijem zbog podvezivanja jajovoda ili sjemenovoda	
Z30.3	preferred	Kontrola menstruacije (menstrualna ekstrakcija) 	Kontrola menstruacije (menstrualna ekstrakcija)
Z30.3	inclusion	Prekid trudnoće	
Z30.3	inclusion	Regulacija menstruacije	
Z30.4	preferred	Nadzor nad kontraceptivnim ljekovima	Nadzor nad kontraceptivnim ljekovima
Z30.4	inclusion	Ponovno propisivanje kontraceptivnih pilula ili drugih kontraceptivnih preparata	
Z30.4	inclusion	Rutinski pregled radi održavanja kontracepcije	
Z30.5	preferred	Nadzor nad (intrauterinim) kontraceptivnim sredstvima (napravama)	Nadzor nad (intrauterinim) kontraceptivnim sredstvima (napravama)
Z30.5	inclusion	Provjera, ponovno plasiranje ili odstranjenje (intrauterinog) kontraceptivnog sredstva	
Z30.8	preferred	Drugi kontraceptivni postupak	Drugi kontraceptivni postupak
Z30.8	inclusion	Spermogram nakon vazektomije	
Z30.9	preferred	Kontracepcijski postupak, neoznačen	Kontraceptivni postupak, neoznačen
Z31	preferred	Vođenje postupka oplodnje	Unapredjenje reprodukcije
Z31	exclusion	komplikacije povezane sa vještačkom oplodnjom N98.-	
Z31.0	preferred	Tuboplastika ili vazoplastika poslije prethodne sterilizacije	Tuboplastika ili vazoplastika poslije prethodne sterilizacije
Z31.1	preferred	Vještačka inseminacija	Vjestačko oplodjenje (insemenacija)
Z31.2	preferred	In vitro oplođenje (fertilizacija)	In vitro oplodjenje (fertilizacija)
Z31.2	inclusion	Prijem radi uzimanja ili implantacije jajnih ćelija	
Z31.3	preferred	Drugi pomoćni metodi oplodnje	Drugi pomocni fertilizacioni metodi
Z31.4	preferred	Ispitivanje i testiranje plodnosti	Ispitivanje i testiranje plodnosti
Z31.4	inclusion	Insuflacija jajovoda 	
Z31.4	inclusion	Spermogram 	
Z31.4	exclusion	spermogram nakon vazektomije Z30.8	
Z31.5	preferred	Genetsko savjetovanje	Genetsko savjetovanje
Z31.6	preferred	Opšta konsultacija i savjet vezan za oplodnju	Opsta konsultacija i savjet o plodnosti
Z31.8	preferred	Drugi postupak vezan oplodnju	Drugi postupak vezan za plodnost
Z31.9	preferred	Postupak vezan oplodnju, neoznačen	Postupak vezan za plodnost, neoznačen
Z32	preferred	Ispitivanje i testiranje na trudnoću	Ispitivanje i testiranje na trudnocu
Z32.0	preferred	Trudnoća, (još) nepotvrđena	Trudnoca, (za sad) nepotvrdjena
Z32.1	preferred	Trudnoća, potvrđena	Trudnoca, potvrdjena
Z33	preferred	Gravidno stanje, nenamjerno	Gravidno stanje, slucajno
Z33	inclusion	Gravidno stanje NOS	
Z34	preferred	Kontrola normalne trudnoće	Kontrola normalne trudnoce
Z34.0	preferred	Kontrola normalne prve trudnoće	Kontrola normalne prve trudnoce
Z34.8	preferred	Kontrola normalne druge trudnoće	Kontrola normalne druge trudnoce
Z34.9	preferred	Kontrola normalne trudnoće, neoznačene	Kontrola normalne trudnoce, neoznačene
Z35	preferred	Kontrola trudnoće sa visokim rizikom	Kontrola trudnoce sa visokim rizikom
Z35.0	preferred	Kontrola trudnoće koja u anamnezi ima: sterilitet	Kontrola trudnoce koja u anamnezi ima sterilitet
Z35.1	preferred	Kontrola trudnoće koja u anamnezi ima: abortus	Kontrola trudnoce koja u anamnezi ima abortus
Z35.1	inclusion	Kontrola trudnoće koja u anamnezi ima: grozdastu molu	
Z35.1	inclusion	Kontrola trudnoće koja u anamnezi ima: vezikularnu molu	
Z35.1	exclusion	spontani pobačaj: njega u trudnoći O26.2	
Z35.1	exclusion	spontani pobačaj: bez sadašnje trudnoće N96 	
Z35.2	preferred	Kontrola trudnoće sa drugom nepovoljnom reproduktivnom ili akušerskom anamneznom	Kontrola trudnoce sa drugom nepovoljnom reprodukovanom ili akuserskom anamneznom
Z35.2	inclusion	Kontrola trudnoće sa anamnezom o: stanje se može klasifikovati kao O10-O92	
Z35.2	inclusion	Kontrola trudnoće sa anamneznom: neonatalna smrt	
Z35.2	inclusion	Kontrola trudnoće sa anamneznom: mrtvorođenje	
Z35.3	preferred	Kontrola trudnoće sa anamneznom o nedovoljnoj antenatalnoj njezi	Kontrola trudnoce sa anamneznom o nedovoljnoj antenatalnoj zastiti
Z35.3	inclusion	Trudnoća: prećutana	
Z35.3	inclusion	Trudnoća: sakrivena	
Z35.4	preferred	Kontrola trudnoće sa velikim multiparitetom	Kontrola trudnoce sa visokim multiparitetom
Z35.4	exclusion	multiparitet bez sadašnje trudnoće Z64.1	
Z35.5	preferred	Kontrola starije prvorotke	Kontrola starije primipare
Z35.6	preferred	Kontrola vrlo mlade prvorotke	Kontrola vrlo mlade primipare
Z35.7	preferred	Kontrola trudnoće koja je u visokom riziku zbog socijalnih problema	Kontrola trudnoce koja je u visokom riziku zbog socijalnih problema
Z35.8	preferred	Kontrola druge visokorizične trudnoće	Kontrola druge visokorizicne trudnoce
Z35.9	preferred	Kontrola trudnoće koja je u visokom riziku, neoznačena	Kontrola trudnoce koja je u visokom riziku, neoznačene
Z36	preferred	Antenatalni skrining (screening)	Antenatalni skrining (screening)
Z36	exclusion	abnormalni nalazi kod antenatalnog skrininga majki O28.-	
Z36	exclusion	rutinska prenatalna njega Z34-Z35	
Z36.0	preferred	Antenatalni skrining na hromosomske anomalije	Antenatalni skrining na hromosomske anomalije
Z36.0	inclusion	Amniocenteza	
Z36.0	inclusion	Uzorak placente (uzet vaginalno)	
Z36.1	preferred	Antenatalni skrining na prisustvo povećanih vrijednosti alfafetoproteina	Antenatalni skrining na prisustvo povećanih vrijednosti alfafetoproteina
Z36.2	preferred	Drugi antenatalni skrining na osnovu amniocenteze	Drugi antenatalni skrining na osnovu amniocenteze
Z36.3	preferred	Antenatalni skrining na prisustvo malformacija korišćenjem ultrazvuka i drugih fizičkih metoda	Antenatalni skrining na prisustvo malformacija koriscenjem ultrazvuka i drugih fizickih metoda
Z36.4	preferred	Antenatalni skrining na prisustvo usporenog rasta fetusa korišćenjem ultrazvuka i drugih fizičkih metoda	Antenatalni skrining na prisustvo usporenog rasta fetusa koriscenjem ultrazvuka i drugih fizickih metoda
Z36.5	preferred	Antenatalni skrining zbog izoimunizacije	Antenatalni skrining zbog izoimunizacije
Z36.8	preferred	Drugi antenatalni skrining	Drugi antenatalni skrining
Z36.8	inclusion	Skrining na hemoglobinopatije	
Z36.9	preferred	Antenatalni skrining, neoznačen	Antenatalni skrining, neoznačen
Z37	preferred	Ishod porođaja	Ishod porodjaja
Z37	note	Ova kategorija je namijenjena za upotrebu kao dodatna šifra za identifikaciju ishoda porođaja u otpusnoj listi majke	
Z37.0	preferred	Živorođeno jedno dijete	Zivorođeno jedno dijete
Z37.1	preferred	Mrtvorođeno jedno dijete	Mrtvorođeno jedno dijete
Z37.2	preferred	Blizanci, oba živorođena	Blizanci, oba zivorođena
Z37.3	preferred	Blizanci, jedan živorođen, drugi mrtvorođen	Blizanci, jedan zivorođen, drugi mrtvorođen
Z37.4	preferred	Blizanci, oba mrtvorođena	Blizanci, oba mrtvorođena
Z37.5	preferred	Drugi multipli porođaj, sva djeca živorođena	Drugi multipli porodjaj, sva djeca zivorođena
Z37.6	preferred	Drugi multipli porođaj, neka djeca živorođena	Drugi multipli porodjaj, neka djeca zivorođena
Z37.7	preferred	Drugi multipli porođaj, sva djeca mrtvorođena	Drugi multipli porodjaj, sva djeca mrtvorođena
Z37.9	preferred	Ishod porođaja, neoznačen	Neoznačen ishod porodjaja
Z37.9	inclusion	Multipli porođaj NOS	
Z37.9	inclusion	Rođenje jednog djeteta NOS	
Z38	preferred	Živorođena djeca prema mjestu rođenja	Zivorođena djeca prema mjestu rođenja
Z38.0	preferred	Jedno dijete, rođeno u bolnici	Jedno dijete, rođeno u bolnici
Z38.1	preferred	Jedno dijete, rođeno van bolnice	Jedno dijete, rođeno van bolnice
Z38.2	preferred	Jedno dijete, neoznačeno mjesto rođenja	Jedno dijete, neoznačeno mjesto rođenja
Z38.2	inclusion	Živorođeno dijete NOS	
Z38.3	preferred	Blizanci, rođeni u bolnici	Blizanci, rođeni u bolnici
Z38.4	preferred	Blizanci, rođeni van bolnice	Blizanci, rođeni van bolnice
Z38.5	preferred	Blizanci, neoznačeno mjesto rođenja	Blizanci, neoznačeno mjesto rođenja
Z38.6	preferred	Drugi multipli porođaj u bolnici	Drugi multipli porodjaj u bolnici
Z38.7	preferred	Drugi multipli porođaj van bolnice	Drugi multipli porodjaj van bolnice
Z38.8	preferred	Drugi multipli porođaj, neoznačeno mjesto rođenja	Drugi multipli porodjaj, neoznačeno mjesto rođenja
Z39	preferred	Njega i pregled poslije porođaja	Njega i pregled poslije porodjaja
Z39.0	preferred	Njega i pregled neposredno nakon porođaja	Njega i pregled neposredno nakon porodjaja
Z39.0	inclusion	Njega i pregled kod nekomplikovanih slučajeva	
Z39.0	exclusion	njega postporođajnih komplikacija - pogledati abecedni indeks	
Z39.1	preferred	Njega i pregled majke dojilje	Njega i pregled majke dojilje
Z39.1	inclusion	Nadzor nad laktacijom	
Z39.1	exclusion	poremećaji laktacije O92.-	
Z39.2	preferred	Rutinsko praćenje poslije porođaja	Rutinsko praćenje poslije porodjaja
Z40-Z54	preferred	Osobe u kontaktu sa zdravstvenom službom zbog posebnih procedura i zdravstvene njege	
Z40-Z54	note	Kategorije Z40–Z54 koriste se za identifikovanje razloga za njegu. Koriste se za bolesnike koji su već bili liječeni zbog bolesti ili povrede, ali koji se prate ili primaju profilaktičku zaštitu, konvalescentnu njegu ili njegu u cilju konsolidovanja liječenja, tretmana rezidualnog stanja, osiguranja da ne dođe do recidiva ili prevencije recidiva	
Z40-Z54	exclusion	kontrolni pregled radi medicinskog nadzora nakon liječenja Z08-Z09	
Z40	preferred	Profilaktička operacija	Profilaktička operacija
Z40.0	preferred	Profilaktička operacija zbog faktora rizika povezanih sa zloćudnim tumorima	Profilaktička operacija zbog faktora rizika povezanih sa zloćudnim tumorima
Z40.0	inclusion	Prijem radi profilaktičkog odstranjenja organa	
Z40.8	preferred	Druga profilaktička operacija	Druga profilaktička operacija
Z40.9	preferred	Profilaktička operacija, neoznačena	Profilaktička operacija, neoznačena
Z41	preferred	Procedure koje se ne izvode u cilju liječenja	Procedure koje se ne izvode u cilju lijecenja
Z41.0	preferred	Transplatacija kose	Transplatacija kose
Z41.1	preferred	Druga plastična operacija zbog neprihvatljivog kozmetičkog izgleda	Druga plastična operacija zbog neprihvatljivog kozmetickog izgleda
Z41.1	inclusion	Implant dojke	
Z41.1	exclusion	plastična i rekonstruktivna hirurgija nakon povrede koja je zarasla ili operacije Z42.-	
Z41.2	preferred	Rutinska i ritualna cirkumcizija	Rutinsko i ritualno obrezivanje muskog polnog uda
Z41.3	preferred	Bušenje ušiju	Busenje usiju
Z41.8	preferred	Druge procedure koje se ne izvode u cilju liječenja	Druge procedure koje se ne izvode u cilju lijecenja
Z41.9	preferred	Procedura koja se ne izvodi u cilju liječenja, neoznačena	Procedura koja se ne izvode u cilju lijecenja, neoznačena
Z42	preferred	Naknadna njega koja uključuje plastičnu operaciju	Praćenje i njega koji uključuju plastičnu operaciju
Z42	inclusion	plastična i rekonstruktivna hirurgija nakon povrede koja je zarasla ili operacije	
Z42	inclusion	korekcija ožiljnog tkiva	
Z42	exclusion	plastična operacija: kao tretman za trenutnu povredu - šifra odgovarajuće povrede - pogledajte abecedni indeks	
Z42	exclusion	plastična operacija: zbog neprihvatljivog kozmetičkog izgleda Z41.1	
Z42.0	preferred	Naknadna njega koja uključuje plastičnu operaciju glave i vrata	Praćenje i njega koji uključuju plastičnu operaciju glave i vrata
Z42.1	preferred	Naknadna njega koja uključuje plastičnu operaciju dojke	Praćenje i njega koji uključuju plastičnu operaciju dojke
Z42.2	preferred	Naknadna njega koja uključuje plastičnu operaciju drugih djelova trupa	Praćenje i njega koji uključuju plastičnu operaciju drugih djelova trupa
Z42.3	preferred	Naknadna njega koja uključuje plastičnu operaciju ruke	Praćenje i njega koji uključuju plastičnu operaciju ruke
Z42.4	preferred	Naknadna njega koja uključuje plastičnu operaciju noge	Praćenje i njega koji uključuju plastičnu operaciju noge
Z42.8	preferred	Naknadna njega koja uključuje plastičnu operaciju drugog dijela tijela	Praćenje i njega koji uključuju plastičnu operaciju drugog dijela tijela
Z42.9	preferred	Naknadna njega koja uključuje plastičnu operaciju, neoznačenu	Praćenje i njega koji uključuju plastičnu operaciju, neoznačenu
Z43	preferred	Nadziranje vještačkih (arteficijalnih) otvora	Nadziranje vjestačkih (arteficijalnih) otvora
Z43	inclusion	neprohodnost	
Z43	inclusion	pasaža sondi ili sredstava za bužiranje	
Z43	inclusion	rekonstrukcija	
Z43	inclusion	odstranjenje katetera	
Z43	inclusion	toaleta ili čišćenje	
Z43	exclusion	postojanje vještačkog otvora, bez potrebe za njegom Z93.-	
Z43	exclusion	komplikacije vanjske stome J95.0, K91.4, N99.5	
Z43	exclusion	postavljanje i podešavanje proteze ili drugog pomagala Z44-Z46	
Z43.0	preferred	Nadziranje traheostome	Nadziranje traheostome
Z43.1	preferred	Nadziranje gastrostome	Nadziranje gastrostome
Z43.2	preferred	Nadziranje ileostome	Nadziranje ileostome
Z43.3	preferred	Nadziranje kolostome	Nadziranje kolostome
Z43.4	preferred	Nadziranje drugih vještačkih otvora želudačno crijevnog sistema	Nadziranje drugih vjestačkih otvora zeludacno crijevnog sistema
Z43.5	preferred	Nadziranje cistostome	Nadziranje cistostome
Z43.6	preferred	Nadziranje drugih vještačkih otvora mokraćnog sistema	Nadziranje drugih vjestačkih otvora mokracnog sistema
Z43.6	inclusion	Nefrostoma	
Z43.6	inclusion	Ureterostoma	
Z43.6	inclusion	Uretrostoma	
Z43.7	preferred	Nadziranje vještačke rodnice	Nadziranje vjestačke rodnice
Z43.8	preferred	Nadziranje drugih vještačkih otvora	Nadziranje drugih vjestačkih otvora
Z43.9	preferred	Nadziranje neoznačenog vještačkog otvora	Nadziranje neoznačenog vjestačkog otvora
Z44	preferred	Nadziranje i podešavanje spoljašnjih protetskih pomagala	Nadziranje i podesavanje spoljasnjih protetskih pomagala
Z44	exclusion	prisustvo protetskog pomagala Z97.-	
Z44.0	preferred	Postavljanje i podešavanje vještačke ruke (kompletne)(parcijalne)	Namjestanje i podesavanje vjestačke ruke (kompletne)(parcijalne)
Z44.1	preferred	Postavljanje i podešavanje vještačke noge (kompletne)(parcijalne)	Namjestanje i podesavanje vjestačke noge (kompletne)(parcijalne)
Z44.2	preferred	Postavljanje i podešavanje vještačkog oka	Namjestanje i podesavanje vjestačkog oka
Z44.2	exclusion	mehanička komplikacija očne proteze T85.3	
Z44.3	preferred	Postavljanje i podešavanje spoljašnje proteze dojke	Namjestanje i podesavanje spoljasnje proteze dojke
Z44.8	preferred	Postavljanje i podešavanje drugih spoljašnjih proteza	Namjestanje i podesavanje drugih spoljasnjih proteza
Z44.9	preferred	Postavljanje i podešavanje neoznačene spoljašnje proteze	Namjestanje i podesavanje neoznačene spoljasnje proteze
Z45	preferred	Podešavanje i održavanje implanta	Podesavanje i odrzavanje ugradjenog pomagala
Z45	exclusion	poremećaj funkcije ili druge komplikacije pomagala - pogledajte abecedni indeks	
Z45	exclusion	prisustvo protetskih i drugih pomagala Z95.-Z97	
Z45.0	preferred	Podešavanje i održavanje pejsmejkera (pacemaker)	Podesavanje i odrzavanje pejsmejkera (pacemaker)
Z45.0	inclusion	Provjera i testiranje generatora pulsa (baterija)	
Z45.1	preferred	Podešavanje i održavanje infuzione pumpe	Podesavanje i odrzavanje pumpe za infuziju
Z45.2	preferred	Podešavanje i održavanje kanile krvnog suda	Podesavanje i odrzavanje kanile krvnog suda
Z45.3	preferred	Podešavanje i održavanje ugrađenog slušnog aparata	Podesavanje i odrzavanje ugradjenog slusnog aparata
Z45.3	inclusion	Slušni aparat za koštano provođenje zvuka	
Z45.3	inclusion	Kohlearni implant	
Z45.8	preferred	Podešavanje i održavanje drugih ugrađenih pomagala	Podesavanje i odrzavanje drugih ugradjenih pomagala
Z45.9	preferred	Podešavanje i održavanje neoznačenih ugrađenih pomagala	Podesavanje i odrzavanje neoznačenih ugradjenih pomagala
Z46	preferred	Postavljanje i podešavanje drugih pomagala	Postavljanje i podesavanje drugih pomagala
Z46	exclusion	izdavanje ponovnog recepta Z76.0	
Z46	exclusion	poremećaj funkcije ili druge komplikacije pomagala - pogledajte abecedni indeks	
Z46	exclusion	prisustvo proteze ili drugog pomagala Z59-Z97	
Z46.0	preferred	Postavljanje i podešavanje naočara i kontaktnih sočiva	Postavljanje i podesavanje naocara i kontaktnih sočiva
Z46.1	preferred	Postavljanje i podešavanje slušnog pomagala	Postavljanje i podesavanje slusnog pomagala
Z46.2	preferred	Postavljanje i podešavanje drugih pomagala povezanih sa nervnim sistemom i odredjenim čulima	Postavljanje i podesavanje drugih pomagala povezanih sa nervnim sistemom i odredjenim culima
Z46.3	preferred	Postavljanje i podešavanje zubne proteze	Postavljanje i podesavanje zubne proteze
Z46.4	preferred	Postavljanje i podešavanje ortodonskog pomagala	Postavljanje i podesavanje ortodonskog pomagala
Z46.5	preferred	Postavljanje i podešavanje uređaja za ileostomu i drugih intestinalnih pomagala	Postavljanje i podesavanje uredjaja za ileostomu i drugih intestinalnih pomagala
Z46.6	preferred	Postavljanje i podešavanje pomagala za mokrenje	Postavljanje i podesavanje pomagala za mokrenje
Z46.7	preferred	Postavljanje i podešavanje ortopedskih pomagala	Postavljanje i podesavanje ortopedskih pomagala
Z46.7	inclusion	Ortopedska pomagala: proteza za nepravilno izrasle zube	
Z46.7	inclusion	Ortopedska pomagala: gips	
Z46.7	inclusion	Ortopedska pomagala: mider	
Z46.7	inclusion	Ortopedska pomagala: cipele	
Z46.8	preferred	Postavljanje i podešavanje drugih označenih pomagala	Postavljanje i podesavanje drugih označenih pomagala
Z46.8	inclusion	Invalidska kolica	
Z46.9	preferred	Postavljanje i podešavanje neoznačenih pomagala	Postavljanje i podesavanje neoznačenih pomagala
Z47	preferred	Druga ortopedska nakadna njega	Drugo praćenje i njega u ortopedskom lijecenju
Z47	exclusion	njega koja uključuje procedure rehabilitacije Z50.-	
Z47	exclusion	komplikacija unutrašnjeg ortopedskog pomagala, implanta i grafta T84.-	
Z47	exclusion	kontrolni pregled nakon liječenja frakture Z09.4	
Z47.0	preferred	Praćenje i njega koji uključuju odstranjenje pločice i drugih unutrašnjih sredstava za fiksaciju kod preloma	Praćenje i njega koji uključuju otklanjanje plocica i drugih unutrasnjih fiksacionih naprava kod preloma
Z47.0	inclusion	Odstranjivanje: eksera	
Z47.0	inclusion	Odstranjivanje: pločica	
Z47.0	inclusion	Odstranjivanje: šipki	
Z47.0	inclusion	Odstranjivanje: šrafova	
Z47.0	exclusion	odstranjenje spoljašnjeg sredstva za fiksaciju Z47.8	
Z47.8	preferred	Drugo specifično ortopedsko praćenje i njega	Drugo specificno ortopedsko praćenje i njega
Z47.8	inclusion	Zamjena, provjera ili odstranjenje: spoljašnjeg sredstva za fiksaciju ili trakciju	
Z47.8	inclusion	Zamjena, provjera ili odstranjenje: gipsane udlage	
Z47.9	preferred	Ortopedsko praćenje i njega, neoznačeni	Ortopedsko praćenje i njega, neoznačeni
Z48	preferred	Drugo praćenje i njega u hirurškom liječenju	Drugo praćenje i njega u hirurskom lijecenju
Z48	exclusion	nadziranje vještačkih otvora Z43.-	
Z48	exclusion	postavljanje i podešavanje proteza i drugih pomagala Z44-Z46	
Z48	exclusion	kontrolni pregled nakon: operacije Z09.0	
Z48	exclusion	kontrolni pregled nakon: liječenja frakture Z09.4	
Z48	exclusion	ortopedsko praćenje i njega Z47.-	
Z48.0	preferred	Nadziranje hirurškog previjanja i šavova	Nadziranje hirurskog previjanja i savova
Z48.0	inclusion	Zamjena zavoja	
Z48.0	inclusion	Odstranjivanje konaca	
Z48.8	preferred	Drugo označeno praćenje i njega u hirurškom liječenju	Drugo označeno praćenje i njega u hirurskom lijecenju
Z48.9	preferred	Praćenje i njega u hirurškom liječenju, neoznačeni 	Praćenje i njega, neoznačeni u hirurskom lijecenju
Z49	preferred	Njega koja uključuje dijalizu	Njega koja uključuje dijalizu
Z49	inclusion	priprema za dijalizu i liječenje dijalizom	
Z49	exclusion	status dijalize bubrega Z99.2	
Z49.0	preferred	Pripremna njega za dijalizu	Pripremna njega za dijalizu
Z49.1	preferred	Ekstrakorporalna dijaliza	Ekstrakorporalna dijaliza
Z49.1	inclusion	Dijaliza (bubrežna) NOS	
Z49.2	preferred	Druga dijaliza	Druga dijaliza
Z49.2	inclusion	Peritonealna dijaliza	
Z50	preferred	Njega koja uključuje upotrebu rehabilitacionih procedura	Njega koja uključuje upotrebu rehabilitacionih procedura
Z50	exclusion	savjetovanje Z70-Z71	
Z50.0	preferred	Rehabilitacija od bolesti srca	Rehabilitacija srca
Z50.1	preferred	Druga fizikalna terapija	Druga fizikalna terapija
Z50.1	inclusion	Terapijske i pomoćne vježbe za povratak funkcije	
Z50.2	preferred	Rehabilitacija alkoholičara	Rehabilitacija alkoholicara
Z50.3	preferred	Rehabilitacija narkomana	Rehabilitacija narkomana
Z50.4	preferred	Psihoterapija, neklasifikovana na drugom mjestu	Psihoterapija
Z50.5	preferred	Terapija govora	Terapija govora
Z50.6	preferred	Ortoptičke vježbe	Ortopticke vježbe
Z50.7	preferred	Radna terapija i profesionalna rehabilitacija, neklasifikovana na drugom mjestu	Profesionalna terapija i rehabilitacija
Z50.8	preferred	Njega koja uključuje korišćenje rehabilitacionih procedura	Njega koja uključuje koriscenje rehabilitacionih procedura
Z50.8	inclusion	Rehabilitacija pušača	
Z50.8	inclusion	Trening u dnevnim životnim aktivnostima NEC	
Z50.9	preferred	Njega koja uključuje rehabilitacione procedure, neoznačena	Njega koja uključuje rehabilitacione procedure, neoznačena
Z50.9	inclusion	Rehabilitacija NOS	
Z51	preferred	Druga medicinska njega	Druga medicinska njega
Z51	exclusion	kontrolni pregled nakon liječenja Z08-Z09	
Z51.0	preferred	Radioterapijska seansa	Radioterapijska seansa
Z51.1	preferred	Hemoterapijska seansa zbog tumora	Hemoterapijska seansa zbog tumora
Z51.2	preferred	Druga hemoterapija	Druga hemioterapia
Z51.2	inclusion	Hemoterapija održavanja NOS	
Z51.2	exclusion	profilaktička hemoterapija radi imunizacije Z23-Z27, Z29.-	
Z51.3	preferred	Transfuzija krvi (bez utvrđene dijagnoze)	Transfuzija krvi bez utvrdjene dijagnoze
Z51.4	preferred	Pripremna njega za kasnije liječenje, neklasifikovana na drugom mjestu	Pripremna njega za kasnije lijecenje, neklasifikovana na drugom mjestu
Z51.4	exclusion	pripremna njega za dijalizu Z49.0	
Z51.5	preferred	Palijativna njega	Palijativna njega
Z51.6	preferred	Desenzibilizacija na alergene	Desenzibilizacija na alergene
Z51.8	preferred	Druga specifična medicinska njega	Druga specificna medicinska njega
Z51.8	exclusion	odmor njegovatelja Z75.5 	
Z51.9	preferred	Medicinska njega, neoznačena	Medicinska njega, neoznačena
Z52	preferred	Davaoci organa i tkiva	Davaoci organa i tkiva
Z52	exclusion	pregled potencijalnog davaoca organa Z00.5	
Z52.0	preferred	Davalac krvi	Davalac krvi
Z52.0	inclusion	Komponente krvi kao što su limfociti, krvne pločice ili matične ćelije	
Z52.1	preferred	Davalac kože	Davalac kože
Z52.2	preferred	Davalac kosti	Davalac kosti
Z52.3	preferred	Davalac koštane srži	Davalac kostne srži
Z52.4	preferred	Davalac bubrega	Davalac bubrega
Z52.5	preferred	Davalac rožnjače	Davalac rožnjače
Z52.6	preferred	Davalac jetre	Davalac jetre
Z52.7	preferred	Davalac srca	Davalac srca
Z52.8	preferred	Davalac drugih organa i tkiva	Davalac drugih organa i tkiva
Z52.9	preferred	Davalac neoznačenog organa ili tkiva	Davalac neoznačenog organa ili tkiva
Z52.9	inclusion	Davalac NOS	
